Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
icmp.ident_le,AD-S2-1,SS,0.0,2.0,0.0716350869946822,0.0541733526646877,0.0879713926850225,0.0541733526646877,0.0181041224892645,0.0080891607481083,0.0,0.01185021400451656,0.01008229255676266
icmp.resptime,AD-S2-1,SS,0.0,2.0,0.0641488977231658,0.0476190476190476,0.0030547094153888,0.0476190476190476,0.0057411315689461,0.0,0.0,0.010527181625366162,0.00926108360290524
icmp.resp_to,AD-S2-1,SS,0.0,2.0,0.0641488977231658,0.0476190476190476,0.0030547094153888,0.0476190476190476,0.0057411315689461,0.0,0.0,0.009198284149169879,0.01207251548767086
icmp.seq,AD-S2-1,SS,0.0,2.0,0.0723191698074242,0.054763793418851,0.093922722610529,0.054763793418851,0.0194912997895631,0.0088173435825574,0.0,0.01383466720581052,0.01031980514526366
icmp.seq_le,AD-S2-1,SS,0.0,2.0,0.0722804481387784,0.0547325268084642,0.0931254450849568,0.0547325268084642,0.0194278564012483,0.0087764852932807,0.0,0.01340870857238766,0.01090469360351558
icmp.type,AD-S2-1,SS,0.0,2.0,0.0682017657080902,0.05089161950619601,0.0251353366960405,0.05089161950619601,0.0114881375355094,0.004378862765585,0.0,0.0121618747711181,0.0107500553131103
icmp.unused,AD-S2-1,SS,0.0,2.0,0.0641488977231658,0.0476190476190476,0.0030547094153888,0.0476190476190476,0.0057411315689461,0.0,0.0,0.01019434928894036,0.00970115661621088
icmpv6.checksum,AD-S2-1,SS,0.0,2.0,0.0650265888791367,0.0533080111354662,0.1487274511794767,0.0533080111354662,0.0156575658081257,0.0009773972848207,0.0,0.01034054756164546,0.00862617492675776
icmpv6.checksum.status,AD-S2-1,SS,0.0,2.0,0.064290877174867,0.0527173948818318,0.0157172220800088,0.0527173948818318,0.0131723987099503,0.0002430421697582,0.0,0.00988225936889644,0.0081617355346679
icmpv6.code,AD-S2-1,SS,0.0,2.0,0.064290877174867,0.0527173948818318,0.0157172220800088,0.0527173948818318,0.0131723987099503,0.0002430421697582,0.0,0.009777736663818298,0.00985956192016598
icmpv6.mldr.nb_mcast_records,AD-S2-1,SS,0.0,2.0,0.0641618049460478,0.0476286598611992,0.014959629039554601,0.0476286598611992,0.0057606190971049,1.3803354906749554e-05,0.0,0.012722826004028239,0.00696105957031246
icmpv6.opt,AD-S2-1,SS,0.0,2.0,0.0643166916206309,0.0510148495480333,0.0145068181887389,0.0510148495480333,0.0110462218588045,0.0002454890729569,0.0,0.01109437942504878,0.010047340393066359
icmpv6.opt.length,AD-S2-1,SS,0.0,2.0,0.0643166916206309,0.0510148495480333,0.0145068181887389,0.0510148495480333,0.0110462218588045,0.0002454890729569,0.0,0.0100098609924316,0.00986623764038078
icmpv6.opt.type,AD-S2-1,SS,0.0,2.0,0.0646006505240332,0.0508865011584466,0.057670268017133194,0.0508865011584466,0.0114130675548075,0.0005243511331224,0.0,0.011403703689575181,0.010586977005004841
